SP Name,Service Name,Tariff,Short Code,Opt-In,Opt-Out,Out Of Balance,Charged Units,Total Revenue,Date
Window,Video Games Tutorial - GBOnline,300 IQD,4054,0,4,282,355,"106,500.00 IQD",8/7/2024
Window,Video Games Tutorial - Gonline,300 IQD,4054,0,0,76,87,"26,100.00 IQD",8/7/2024
Window,Video Games Tutorial - SAOnline,300 IQD,4054,0,10,0,0,0.00 IQD,8/7/2024
Window,Video Games Tutorial - Sonline,300 IQD,4054,0,1,241,297,"89,100.00 IQD",8/7/2024
Servas,Gaming portal,300 IQD,4054,0,0,5,1,300.00 IQD,8/7/2024
Servas,Women portal,300 IQD,4054,0,0,1,0,0.00 IQD,8/7/2024
BlackNGreen,MobiBattle-Subscription,300 IQD,4054,0,10,444,1020,"306,000.00 IQD",8/7/2024
Dharam,Footballer Stars Club,300 IQD,4054,0,4,543,557,"167,100.00 IQD",8/7/2024
Dharam,Quiz Champ,300 IQD,4054,0,0,87,140,"42,000.00 IQD",8/7/2024
Gamester,TinyMinies,300 IQD,4054,0,0,53,104,"31,200.00 IQD",8/7/2024
Qadisha,books shelf,300 IQD,4054,0,20,1272,1295,"388,500.00 IQD",8/7/2024
Costar,Magic Games,300 IQD,4054,0,3,298,432,"129,600.00 IQD",8/7/2024
Megamaynd,High Fives,300 IQD,4054,1,3,130,286,"85,800.00 IQD",8/7/2024
Forest,Plat-Games,300 IQD,4054,0,2,0,0,0.00 IQD,8/7/2024
Cookies,Play and Play,400 IQD,4054,0,1,272,195,"78,000.00 IQD",8/7/2024
Hyve,Fantasy5,400 IQD,4054,0,0,18,15,"6,000.00 IQD",8/7/2024
Grand Technology,Games Zone,300 IQD,4054,0,4,173,262,"78,600.00 IQD",8/7/2024
albawaba,Know Your Country,300 IQD,4054,0,1,0,0,0.00 IQD,8/7/2024
window-tech,Cooking World,300 IQD,4068,0,0,2,1,300.00 IQD,8/7/2024
window-tech,Cooking World - Sonline,300 IQD,4068,0,0,5,1,300.00 IQD,8/7/2024
window-tech,Excel Tips & Tricks,300 IQD,4068,0,0,19,3,900.00 IQD,8/7/2024
window-tech,Health & Beauty,300 IQD,4068,0,0,3,1,300.00 IQD,8/7/2024
window-tech,Health & Beauty - SAOnline,300 IQD,4068,0,0,2,0,0.00 IQD,8/7/2024
window-tech,Online Games - GBOnline,300 IQD,4068,1,1,1,0,0.00 IQD,8/7/2024
window-tech,Online Games - SAOnline,300 IQD,4068,0,0,1,0,0.00 IQD,8/7/2024
window-tech,Plant World - GBOnline,300 IQD,4068,0,0,0,0,0.00 IQD,8/7/2024
SVMobi,game station,300 IQD,4054,0,0,0,0,0.00 IQD,8/7/2024
MobMerchant,Pocket Library,300 IQD,4054,0,0,79,67,"20,100.00 IQD",8/6/2024
MobMerchant,Travel Buddy 360,300 IQD,4054,0,5,225,182,"54,600.00 IQD",8/6/2024
Window,Arab Cooking,300 IQD,4054,0,0,4,3,900.00 IQD,8/6/2024
Window,FIFA Tutorials,300 IQD,4054,0,0,1,0,0.00 IQD,8/6/2024
Window,FIFA Tutorials - GBOnline,300 IQD,4054,0,2,290,356,"106,800.00 IQD",8/6/2024
Window,FIFA Tutorials - SAOnline,300 IQD,4054,0,8,654,756,"226,800.00 IQD",8/6/2024
Window,FIFA Tutorials - SOnline,300 IQD,4054,0,0,16,17,"5,100.00 IQD",8/6/2024
Window,GameZilla-GBOnline,300 IQD,4054,0,4,374,498,"149,400.00 IQD",8/6/2024
Window,GameZilla-GOnline,300 IQD,4054,0,0,55,62,"18,600.00 IQD",8/6/2024
Window,GameZilla-SAOnline,300 IQD,4054,0,8,777,963,"288,900.00 IQD",8/6/2024
Window,GameZilla-SOnline,300 IQD,4054,0,0,162,208,"62,400.00 IQD",8/6/2024
Window,Herbals Medicine,300 IQD,4054,0,0,1,0,0.00 IQD,8/6/2024
Window,Herbals Medicine - GBOnline,300 IQD,4054,0,0,129,141,"42,300.00 IQD",8/6/2024
Window,Herbals Medicine - SAOnline,300 IQD,4054,0,11,1386,1669,"500,700.00 IQD",8/6/2024
Window,Herbals Medicine - SOnline,300 IQD,4054,0,0,18,7,"2,100.00 IQD",8/6/2024
Window,Valorant Heros,300 IQD,4054,0,0,2,0,0.00 IQD,8/6/2024
Window,Valorant Heros - GBOnline,300 IQD,4054,0,0,216,297,"89,100.00 IQD",8/6/2024
Window,Valorant Heros - SAOnline,300 IQD,4054,0,8,542,665,"199,500.00 IQD",8/6/2024
Window,Valorant Heros - SOnline,300 IQD,4054,0,0,22,28,"8,400.00 IQD",8/6/2024
Window,Video Games Tutorial,300 IQD,4054,0,0,12,6,"1,800.00 IQD",8/6/2024
Window,Video Games Tutorial - GBOnline,300 IQD,4054,0,6,287,357,"107,100.00 IQD",8/6/2024
Window,Video Games Tutorial - Gonline,300 IQD,4054,0,0,69,94,"28,200.00 IQD",8/6/2024
Window,Video Games Tutorial - SAOnline,300 IQD,4054,1,7,1325,1510,"453,000.00 IQD",8/6/2024
Window,Video Games Tutorial - Sonline,300 IQD,4054,0,1,239,299,"89,700.00 IQD",8/6/2024
Servas,Gaming portal,300 IQD,4054,0,1,5,1,300.00 IQD,8/6/2024
Servas,Women portal,300 IQD,4054,0,0,1,0,0.00 IQD,8/6/2024
BlackNGreen,MobiBattle-Subscription,300 IQD,4054,0,3,452,1018,"305,400.00 IQD",8/6/2024
Dharam,Footballer Stars Club,300 IQD,4054,0,3,1065,1158,"347,400.00 IQD",8/6/2024
Dharam,Quiz Champ,300 IQD,4054,0,1,96,131,"39,300.00 IQD",8/6/2024
Gamester,TinyMinies,300 IQD,4054,0,1,62,95,"28,500.00 IQD",8/6/2024
Qadisha,books shelf,300 IQD,4054,0,10,2522,2669,"800,700.00 IQD",8/6/2024
Costar,Magic Games,300 IQD,4054,0,3,276,455,"136,500.00 IQD",8/6/2024
Megamaynd,High Fives,300 IQD,4054,0,0,138,278,"83,400.00 IQD",8/6/2024
Forest,Plat-Games,300 IQD,4054,0,4,197,223,"66,900.00 IQD",8/6/2024
Cookies,Play and Play,400 IQD,4054,0,3,258,213,"85,200.00 IQD",8/6/2024
Hyve,Fantasy5,400 IQD,4054,0,0,19,14,"5,600.00 IQD",8/6/2024
Grand Technology,Games Zone,300 IQD,4054,0,3,185,253,"75,900.00 IQD",8/6/2024
window-tech,Cooking World,300 IQD,4068,0,0,2,1,300.00 IQD,8/6/2024
window-tech,Cooking World - Sonline,300 IQD,4068,0,0,4,2,600.00 IQD,8/6/2024
window-tech,Excel Tips & Tricks,300 IQD,4068,1,2,18,4,"1,200.00 IQD",8/6/2024
window-tech,Health & Beauty,300 IQD,4068,0,0,3,1,300.00 IQD,8/6/2024
window-tech,Health & Beauty - SAOnline,300 IQD,4068,0,0,2,0,0.00 IQD,8/6/2024
window-tech,Online Games - GBOnline,300 IQD,4068,0,0,1,0,0.00 IQD,8/6/2024
window-tech,Online Games - SAOnline,300 IQD,4068,0,0,0,1,300.00 IQD,8/6/2024
window-tech,Plant World - GBOnline,300 IQD,4068,0,0,0,0,0.00 IQD,8/6/2024
SVMobi,game station,300 IQD,4054,0,0,0,0,0.00 IQD,8/6/2024
MobMerchant,Pocket Library,300 IQD,4054,0,0,79,67,"20,100.00 IQD",8/5/2024
MobMerchant,Travel Buddy 360,300 IQD,4054,0,3,114,95,"28,500.00 IQD",8/5/2024
Window,Arab Cooking,300 IQD,4054,1,0,5,1,300.00 IQD,8/5/2024
Window,FIFA Tutorials,300 IQD,4054,0,0,1,0,0.00 IQD,8/5/2024
Window,FIFA Tutorials - GBOnline,300 IQD,4054,0,2,289,359,"107,700.00 IQD",8/5/2024
Window,FIFA Tutorials - SAOnline,300 IQD,4054,0,12,663,754,"226,200.00 IQD",8/5/2024
Window,FIFA Tutorials - SOnline,300 IQD,4054,0,0,14,19,"5,700.00 IQD",8/5/2024
Window,GameZilla,300 IQD,4054,0,1,0,0,0.00 IQD,8/5/2024
Window,GameZilla-GBOnline,300 IQD,4054,0,7,398,479,"143,700.00 IQD",8/5/2024
Window,GameZilla-GOnline,300 IQD,4054,0,1,53,64,"19,200.00 IQD",8/5/2024
Window,GameZilla-SAOnline,300 IQD,4054,0,9,769,977,"293,100.00 IQD",8/5/2024
Window,GameZilla-SOnline,300 IQD,4054,0,1,162,208,"62,400.00 IQD",8/5/2024
Window,Herbals Medicine,300 IQD,4054,0,0,1,0,0.00 IQD,8/5/2024
Window,Herbals Medicine - GBOnline,300 IQD,4054,0,2,131,139,"41,700.00 IQD",8/5/2024
Window,Herbals Medicine - SAOnline,300 IQD,4054,0,11,0,0,0.00 IQD,8/5/2024
Window,Herbals Medicine - SOnline,300 IQD,4054,0,0,16,9,"2,700.00 IQD",8/5/2024
Window,Valorant Heros,300 IQD,4054,0,0,2,0,0.00 IQD,8/5/2024
Window,Valorant Heros - GBOnline,300 IQD,4054,0,2,224,290,"87,000.00 IQD",8/5/2024
Window,Valorant Heros - SAOnline,300 IQD,4054,0,8,581,636,"190,800.00 IQD",8/5/2024
Window,Valorant Heros - SOnline,300 IQD,4054,0,0,22,28,"8,400.00 IQD",8/5/2024
Window,Video Games Tutorial,300 IQD,4054,0,0,12,6,"1,800.00 IQD",8/5/2024
Window,Video Games Tutorial - GBOnline,300 IQD,4054,0,1,283,364,"109,200.00 IQD",8/5/2024
Window,Video Games Tutorial - Gonline,300 IQD,4054,0,1,77,86,"25,800.00 IQD",8/5/2024
Window,Video Games Tutorial - SAOnline,300 IQD,4054,0,10,679,749,"224,700.00 IQD",8/5/2024
Window,Video Games Tutorial - Sonline,300 IQD,4054,0,3,239,300,"90,000.00 IQD",8/5/2024
Servas,Gaming portal,300 IQD,4054,0,0,5,2,600.00 IQD,8/5/2024
Servas,Women portal,300 IQD,4054,0,0,1,0,0.00 IQD,8/5/2024
BlackNGreen,MobiBattle-Subscription,300 IQD,4054,0,2,467,1006,"301,800.00 IQD",8/5/2024
Dharam,Footballer Stars Club,300 IQD,4054,0,9,538,581,"174,300.00 IQD",8/5/2024
Dharam,Quiz Champ,300 IQD,4054,0,2,92,137,"41,100.00 IQD",8/5/2024
Gamester,TinyMinies,300 IQD,4054,0,0,60,98,"29,400.00 IQD",8/5/2024
Qadisha,books shelf,300 IQD,4054,0,11,0,0,0.00 IQD,8/5/2024
Costar,Magic Games,300 IQD,4054,0,2,272,464,"139,200.00 IQD",8/5/2024
Megamaynd,High Fives,300 IQD,4054,0,2,133,284,"85,200.00 IQD",8/5/2024
Forest,Plat-Games,300 IQD,4054,0,1,95,118,"35,400.00 IQD",8/5/2024
Cookies,Play and Play,400 IQD,4054,0,7,0,0,0.00 IQD,8/5/2024
Hyve,Fantasy5,400 IQD,4054,0,1,18,16,"6,400.00 IQD",8/5/2024
Grand Technology,Games Zone,300 IQD,4054,0,0,183,257,"77,100.00 IQD",8/5/2024
albawaba,Know Your Country,300 IQD,4054,0,1,0,0,0.00 IQD,8/5/2024
window-tech,Cooking World,300 IQD,4068,0,0,2,1,300.00 IQD,8/5/2024
window-tech,Cooking World - Sonline,300 IQD,4068,1,1,5,1,300.00 IQD,8/5/2024
window-tech,Excel Tips & Tricks,300 IQD,4068,0,0,20,3,900.00 IQD,8/5/2024
window-tech,Health & Beauty,300 IQD,4068,0,0,2,2,600.00 IQD,8/5/2024
window-tech,Health & Beauty - SAOnline,300 IQD,4068,0,0,2,0,0.00 IQD,8/5/2024
window-tech,Online Games - GBOnline,300 IQD,4068,0,0,1,0,0.00 IQD,8/5/2024
window-tech,Online Games - SAOnline,300 IQD,4068,0,0,0,1,300.00 IQD,8/5/2024
window-tech,Plant World - GBOnline,300 IQD,4068,0,0,0,0,0.00 IQD,8/5/2024
SVMobi,game station,300 IQD,4054,0,0,0,0,0.00 IQD,8/5/2024
MobMerchant,Pocket Library,300 IQD,4054,0,4,81,66,"19,800.00 IQD",8/4/2024
MobMerchant,Travel Buddy 360,300 IQD,4054,1,4,128,84,"25,200.00 IQD",8/4/2024
Window,Arab Cooking,300 IQD,4054,0,1,6,0,0.00 IQD,8/4/2024
Window,FIFA Tutorials,300 IQD,4054,0,0,1,0,0.00 IQD,8/4/2024
Window,FIFA Tutorials - GBOnline,300 IQD,4054,0,4,306,345,"103,500.00 IQD",8/4/2024
Window,FIFA Tutorials - SAOnline,300 IQD,4054,0,6,666,761,"228,300.00 IQD",8/4/2024
Window,FIFA Tutorials - SOnline,300 IQD,4054,0,1,13,20,"6,000.00 IQD",8/4/2024
Window,GameZilla,300 IQD,4054,1,0,1,0,0.00 IQD,8/4/2024
Window,GameZilla-GBOnline,300 IQD,4054,0,6,415,470,"141,000.00 IQD",8/4/2024
Window,GameZilla-GOnline,300 IQD,4054,0,2,49,70,"21,000.00 IQD",8/4/2024
Window,GameZilla-SAOnline,300 IQD,4054,1,13,789,966,"289,800.00 IQD",8/4/2024
Window,GameZilla-SOnline,300 IQD,4054,0,2,165,206,"61,800.00 IQD",8/4/2024
Window,Herbals Medicine,300 IQD,4054,0,0,1,0,0.00 IQD,8/4/2024
Window,Herbals Medicine - GBOnline,300 IQD,4054,0,0,143,129,"38,700.00 IQD",8/4/2024
Window,Herbals Medicine - SAOnline,300 IQD,4054,1,7,702,840,"252,000.00 IQD",8/4/2024
Window,Herbals Medicine - SOnline,300 IQD,4054,0,0,14,11,"3,300.00 IQD",8/4/2024
Window,Valorant Heros,300 IQD,4054,0,0,2,0,0.00 IQD,8/4/2024
Window,Valorant Heros - GBOnline,300 IQD,4054,0,2,234,282,"84,600.00 IQD",8/4/2024
Window,Valorant Heros - SAOnline,300 IQD,4054,0,6,569,652,"195,600.00 IQD",8/4/2024
Window,Valorant Heros - SOnline,300 IQD,4054,0,0,24,26,"7,800.00 IQD",8/4/2024
Window,Video Games Tutorial,300 IQD,4054,0,0,13,5,"1,500.00 IQD",8/4/2024
Window,Video Games Tutorial - GBOnline,300 IQD,4054,0,6,290,357,"107,100.00 IQD",8/4/2024
Window,Video Games Tutorial - Gonline,300 IQD,4054,0,1,79,85,"25,500.00 IQD",8/4/2024
Window,Video Games Tutorial - SAOnline,300 IQD,4054,0,8,662,773,"231,900.00 IQD",8/4/2024
Window,Video Games Tutorial - Sonline,300 IQD,4054,0,4,236,306,"91,800.00 IQD",8/4/2024
Servas,Gaming portal,300 IQD,4054,1,0,5,1,300.00 IQD,8/4/2024
Servas,Women portal,300 IQD,4054,0,0,1,0,0.00 IQD,8/4/2024
BlackNGreen,MobiBattle-Subscription,300 IQD,4054,0,10,483,999,"299,700.00 IQD",8/4/2024
Dharam,Footballer Stars Club,300 IQD,4054,1,3,545,581,"174,300.00 IQD",8/4/2024
Dharam,Quiz Champ,300 IQD,4054,0,2,101,129,"38,700.00 IQD",8/4/2024
Gamester,TinyMinies,300 IQD,4054,0,1,61,97,"29,100.00 IQD",8/4/2024
Qadisha,books shelf,300 IQD,4054,0,18,2529,2715,"814,500.00 IQD",8/4/2024
Costar,Magic Games,300 IQD,4054,1,6,0,0,0.00 IQD,8/4/2024
Megamaynd,High Fives,300 IQD,4054,0,1,137,282,"84,600.00 IQD",8/4/2024
Forest,Plat-Games,300 IQD,4054,0,1,101,113,"33,900.00 IQD",8/4/2024
Cookies,Play and Play,400 IQD,4054,1,2,562,390,"156,000.00 IQD",8/4/2024
Hyve,Fantasy5,400 IQD,4054,0,1,17,17,"6,800.00 IQD",8/4/2024
Grand Technology,Games Zone,300 IQD,4054,0,2,187,253,"75,900.00 IQD",8/4/2024
window-tech,Cooking World,300 IQD,4068,0,0,2,1,300.00 IQD,8/4/2024
window-tech,Cooking World - Sonline,300 IQD,4068,0,0,4,2,600.00 IQD,8/4/2024
window-tech,Excel Tips & Tricks,300 IQD,4068,0,0,19,4,"1,200.00 IQD",8/4/2024
window-tech,Health & Beauty,300 IQD,4068,0,0,2,2,600.00 IQD,8/4/2024
window-tech,Health & Beauty - SAOnline,300 IQD,4068,0,0,2,0,0.00 IQD,8/4/2024
window-tech,Online Games - GBOnline,300 IQD,4068,0,0,1,0,0.00 IQD,8/4/2024
window-tech,Online Games - SAOnline,300 IQD,4068,0,0,0,1,300.00 IQD,8/4/2024
window-tech,Plant World - GBOnline,300 IQD,4068,0,0,0,0,0.00 IQD,8/4/2024
SVMobi,game station,300 IQD,4054,0,0,0,0,0.00 IQD,8/4/2024
MobMerchant,Pocket Library,300 IQD,4054,0,2,86,65,"19,500.00 IQD",8/3/2024
MobMerchant,Travel Buddy 360,300 IQD,4054,2,2,0,0,0.00 IQD,8/3/2024
Window,Arab Cooking,300 IQD,4054,0,0,7,0,0.00 IQD,8/3/2024
Window,FIFA Tutorials,300 IQD,4054,0,0,1,0,0.00 IQD,8/3/2024
Window,FIFA Tutorials - GBOnline,300 IQD,4054,0,4,317,337,"101,100.00 IQD",8/3/2024
Window,FIFA Tutorials - SAOnline,300 IQD,4054,0,11,710,725,"217,500.00 IQD",8/3/2024
Window,FIFA Tutorials - SOnline,300 IQD,4054,0,0,18,16,"4,800.00 IQD",8/3/2024
Window,GameZilla-GBOnline,300 IQD,4054,0,3,411,480,"144,000.00 IQD",8/3/2024
Window,GameZilla-GOnline,300 IQD,4054,0,0,51,69,"20,700.00 IQD",8/3/2024
Window,GameZilla-SAOnline,300 IQD,4054,0,5,801,966,"289,800.00 IQD",8/3/2024
Window,GameZilla-SOnline,300 IQD,4054,0,0,175,198,"59,400.00 IQD",8/3/2024
Window,Herbals Medicine,300 IQD,4054,0,0,1,0,0.00 IQD,8/3/2024
Window,Herbals Medicine - GBOnline,300 IQD,4054,0,0,148,124,"37,200.00 IQD",8/3/2024
Window,Herbals Medicine - SAOnline,300 IQD,4054,2,4,718,833,"249,900.00 IQD",8/3/2024
Window,Herbals Medicine - SOnline,300 IQD,4054,0,0,16,9,"2,700.00 IQD",8/3/2024
Window,Valorant Heros,300 IQD,4054,0,0,1,1,300.00 IQD,8/3/2024
Window,Valorant Heros - GBOnline,300 IQD,4054,0,3,249,269,"80,700.00 IQD",8/3/2024
Window,Valorant Heros - SAOnline,300 IQD,4054,0,5,566,662,"198,600.00 IQD",8/3/2024
Window,Valorant Heros - SOnline,300 IQD,4054,0,1,18,32,"9,600.00 IQD",8/3/2024
Window,Video Games Tutorial,300 IQD,4054,0,0,13,5,"1,500.00 IQD",8/3/2024
Window,Video Games Tutorial - GBOnline,300 IQD,4054,0,2,304,349,"104,700.00 IQD",8/3/2024
Window,Video Games Tutorial - Gonline,300 IQD,4054,0,1,85,81,"24,300.00 IQD",8/3/2024
Window,Video Games Tutorial - SAOnline,300 IQD,4054,0,13,708,737,"221,100.00 IQD",8/3/2024
Window,Video Games Tutorial - Sonline,300 IQD,4054,0,3,250,296,"88,800.00 IQD",8/3/2024
Servas,Gaming portal,300 IQD,4054,0,0,4,2,600.00 IQD,8/3/2024
Servas,Women portal,300 IQD,4054,0,0,0,1,300.00 IQD,8/3/2024
BlackNGreen,MobiBattle-Subscription,300 IQD,4054,0,3,494,993,"297,900.00 IQD",8/3/2024
Dharam,Footballer Stars Club,300 IQD,4054,0,6,570,557,"167,100.00 IQD",8/3/2024
Dharam,Quiz Champ,300 IQD,4054,0,2,111,122,"36,600.00 IQD",8/3/2024
Gamester,TinyMinies,300 IQD,4054,0,3,59,102,"30,600.00 IQD",8/3/2024
Qadisha,books shelf,300 IQD,4054,0,14,1308,1338,"401,400.00 IQD",8/3/2024
Costar,Magic Games,300 IQD,4054,0,11,560,925,"277,500.00 IQD",8/3/2024
Megamaynd,High Fives,300 IQD,4054,0,3,138,282,"84,600.00 IQD",8/3/2024
Forest,Plat-Games,300 IQD,4054,0,2,110,105,"31,500.00 IQD",8/3/2024
Cookies,Play and Play,400 IQD,4054,0,6,295,186,"74,400.00 IQD",8/3/2024
Hyve,Fantasy5,400 IQD,4054,0,0,17,18,"7,200.00 IQD",8/3/2024
Grand Technology,Games Zone,300 IQD,4054,0,5,184,259,"77,700.00 IQD",8/3/2024
window-tech,Cooking World,300 IQD,4068,0,0,2,1,300.00 IQD,8/3/2024
window-tech,Cooking World - Sonline,300 IQD,4068,0,0,4,2,600.00 IQD,8/3/2024
window-tech,Excel Tips & Tricks,300 IQD,4068,0,0,22,1,300.00 IQD,8/3/2024
window-tech,Health & Beauty,300 IQD,4068,0,0,3,1,300.00 IQD,8/3/2024
window-tech,Health & Beauty - SAOnline,300 IQD,4068,0,0,2,0,0.00 IQD,8/3/2024
window-tech,Online Games - GBOnline,300 IQD,4068,0,0,1,0,0.00 IQD,8/3/2024
window-tech,Online Games - SAOnline,300 IQD,4068,0,0,1,0,0.00 IQD,8/3/2024
window-tech,Plant World - GBOnline,300 IQD,4068,0,0,0,0,0.00 IQD,8/3/2024
SVMobi,game station,300 IQD,4054,0,0,0,0,0.00 IQD,8/3/2024
MobMerchant,Pocket Library,300 IQD,4054,0,0,89,63,"18,900.00 IQD",8/2/2024
MobMerchant,Travel Buddy 360,300 IQD,4054,1,0,264,163,"48,900.00 IQD",8/2/2024
Window,Arab Cooking,300 IQD,4054,0,0,5,2,600.00 IQD,8/2/2024
Window,FIFA Tutorials,300 IQD,4054,0,0,1,0,0.00 IQD,8/2/2024
Window,FIFA Tutorials - GBOnline,300 IQD,4054,0,6,315,346,"103,800.00 IQD",8/2/2024
Window,FIFA Tutorials - SAOnline,300 IQD,4054,0,11,706,742,"222,600.00 IQD",8/2/2024
Window,FIFA Tutorials - SOnline,300 IQD,4054,0,1,17,17,"5,100.00 IQD",8/2/2024
Window,GameZilla-GBOnline,300 IQD,4054,0,8,418,475,"142,500.00 IQD",8/2/2024
Window,GameZilla-GOnline,300 IQD,4054,0,0,48,72,"21,600.00 IQD",8/2/2024
Window,GameZilla-SAOnline,300 IQD,4054,0,7,761,1012,"303,600.00 IQD",8/2/2024
Window,GameZilla-SOnline,300 IQD,4054,0,1,166,207,"62,100.00 IQD",8/2/2024
Window,Herbals Medicine,300 IQD,4054,0,0,1,0,0.00 IQD,8/2/2024
Window,Herbals Medicine - GBOnline,300 IQD,4054,0,1,142,130,"39,000.00 IQD",8/2/2024
Window,Herbals Medicine - SAOnline,300 IQD,4054,1,6,1499,1620,"486,000.00 IQD",8/2/2024
Window,Herbals Medicine - SOnline,300 IQD,4054,0,0,15,10,"3,000.00 IQD",8/2/2024
Window,Valorant Heros,300 IQD,4054,0,0,1,1,300.00 IQD,8/2/2024
Window,Valorant Heros - GBOnline,300 IQD,4054,0,3,234,287,"86,100.00 IQD",8/2/2024
Window,Valorant Heros - SAOnline,300 IQD,4054,0,7,565,669,"200,700.00 IQD",8/2/2024
Window,Valorant Heros - SOnline,300 IQD,4054,0,1,22,29,"8,700.00 IQD",8/2/2024
Window,Video Games Tutorial,300 IQD,4054,0,0,8,10,"3,000.00 IQD",8/2/2024
Window,Video Games Tutorial - GBOnline,300 IQD,4054,0,3,311,345,"103,500.00 IQD",8/2/2024
Window,Video Games Tutorial - Gonline,300 IQD,4054,0,0,75,91,"27,300.00 IQD",8/2/2024
Window,Video Games Tutorial - SAOnline,300 IQD,4054,0,9,709,748,"224,400.00 IQD",8/2/2024
Window,Video Games Tutorial - Sonline,300 IQD,4054,0,3,252,298,"89,400.00 IQD",8/2/2024
Servas,Gaming portal,300 IQD,4054,0,0,4,2,600.00 IQD,8/2/2024
Servas,Women portal,300 IQD,4054,0,0,0,1,300.00 IQD,8/2/2024
BlackNGreen,MobiBattle-Subscription,300 IQD,4054,0,10,494,996,"298,800.00 IQD",8/2/2024
Dharam,Footballer Stars Club,300 IQD,4054,0,4,575,559,"167,700.00 IQD",8/2/2024
Dharam,Quiz Champ,300 IQD,4054,0,2,110,124,"37,200.00 IQD",8/2/2024
Gamester,TinyMinies,300 IQD,4054,0,0,56,106,"31,800.00 IQD",8/2/2024
Qadisha,books shelf,300 IQD,4054,1,19,1347,1316,"394,800.00 IQD",8/2/2024
Costar,Magic Games,300 IQD,4054,0,3,300,453,"135,900.00 IQD",8/2/2024
Megamaynd,High Fives,300 IQD,4054,0,1,124,299,"89,700.00 IQD",8/2/2024
Forest,Plat-Games,300 IQD,4054,0,5,102,117,"35,100.00 IQD",8/2/2024
Cookies,Play and Play,400 IQD,4054,0,5,293,193,"77,200.00 IQD",8/2/2024
Hyve,Fantasy5,400 IQD,4054,0,1,18,17,"6,800.00 IQD",8/2/2024
Grand Technology,Games Zone,300 IQD,4054,0,3,185,263,"78,900.00 IQD",8/2/2024
window-tech,Cooking World,300 IQD,4068,0,0,2,1,300.00 IQD,8/2/2024
window-tech,Cooking World - Sonline,300 IQD,4068,0,0,6,0,0.00 IQD,8/2/2024
window-tech,Excel Tips & Tricks,300 IQD,4068,0,0,21,2,600.00 IQD,8/2/2024
window-tech,Health & Beauty,300 IQD,4068,0,0,4,0,0.00 IQD,8/2/2024
window-tech,Health & Beauty - SAOnline,300 IQD,4068,0,0,2,0,0.00 IQD,8/2/2024
window-tech,Online Games - GBOnline,300 IQD,4068,0,0,1,0,0.00 IQD,8/2/2024
window-tech,Online Games - SAOnline,300 IQD,4068,0,0,1,0,0.00 IQD,8/2/2024
window-tech,Plant World - GBOnline,300 IQD,4068,0,0,0,0,0.00 IQD,8/2/2024
SVMobi,game station,300 IQD,4054,0,0,0,0,0.00 IQD,8/2/2024
MobMerchant,Pocket Library,300 IQD,4054,0,1,91,61,"18,300.00 IQD",8/1/2024
MobMerchant,Travel Buddy 360,300 IQD,4054,3,3,130,83,"24,900.00 IQD",8/1/2024
Window,Arab Cooking,300 IQD,4054,0,0,7,0,0.00 IQD,8/1/2024
Window,FIFA Tutorials,300 IQD,4054,0,0,0,1,300.00 IQD,8/1/2024
Window,FIFA Tutorials - GBOnline,300 IQD,4054,0,4,322,345,"103,500.00 IQD",8/1/2024
Window,FIFA Tutorials - SAOnline,300 IQD,4054,0,5,712,745,"223,500.00 IQD",8/1/2024
Window,FIFA Tutorials - SOnline,300 IQD,4054,0,0,19,16,"4,800.00 IQD",8/1/2024
Window,GameZilla-GBOnline,300 IQD,4054,0,11,399,502,"150,600.00 IQD",8/1/2024
Window,GameZilla-GOnline,300 IQD,4054,0,0,53,67,"20,100.00 IQD",8/1/2024
Window,GameZilla-SAOnline,300 IQD,4054,0,13,813,966,"289,800.00 IQD",8/1/2024
Window,GameZilla-SOnline,300 IQD,4054,0,1,169,205,"61,500.00 IQD",8/1/2024
Window,Herbals Medicine,300 IQD,4054,0,0,1,0,0.00 IQD,8/1/2024
Window,Herbals Medicine - GBOnline,300 IQD,4054,0,0,137,136,"40,800.00 IQD",8/1/2024
Window,Herbals Medicine - SAOnline,300 IQD,4054,0,7,0,0,0.00 IQD,8/1/2024
Window,Herbals Medicine - SOnline,300 IQD,4054,0,0,18,7,"2,100.00 IQD",8/1/2024
Window,Valorant Heros,300 IQD,4054,0,0,0,2,600.00 IQD,8/1/2024
Window,Valorant Heros - GBOnline,300 IQD,4054,0,0,238,285,"85,500.00 IQD",8/1/2024
Window,Valorant Heros - SAOnline,300 IQD,4054,0,10,574,667,"200,100.00 IQD",8/1/2024
Window,Valorant Heros - SOnline,300 IQD,4054,0,0,25,27,"8,100.00 IQD",8/1/2024
Window,Video Games Tutorial,300 IQD,4054,0,0,7,11,"3,300.00 IQD",8/1/2024
Window,Video Games Tutorial - GBOnline,300 IQD,4054,0,6,312,348,"104,400.00 IQD",8/1/2024
Window,Video Games Tutorial - Gonline,300 IQD,4054,0,0,75,91,"27,300.00 IQD",8/1/2024
Window,Video Games Tutorial - SAOnline,300 IQD,4054,1,7,708,761,"228,300.00 IQD",8/1/2024
Window,Video Games Tutorial - Sonline,300 IQD,4054,0,4,260,293,"87,900.00 IQD",8/1/2024
Servas,Gaming portal,300 IQD,4054,0,0,5,1,300.00 IQD,8/1/2024
Servas,Women portal,300 IQD,4054,0,0,0,1,300.00 IQD,8/1/2024
